"","salted_title","salted_id","Gender","Identity","IQ","MedDept","Success"
"5947","gjoxfRover (Mutate)gjoxf","gjoxf605159gjoxf","Male","Secret",92,"76501",TRUE
"5948","gjoxfRoy Clarkgjoxf","gjoxf524172gjoxf","Male","Secret",102,"19550",TRUE
"5949","gjoxfRowkisgjoxf","gjoxf506734gjoxf","Male","Secret",79,"69331",TRUE
"5950","gjoxfRose O'Haragjoxf","gjoxf23912gjoxf","Female","No Dual",97,"19550",TRUE
"5951","gjoxfRose (Blume)gjoxf","gjoxf19229gjoxf","Male",NA,113,"11708",TRUE
"5952","gjoxfRoss Archergjoxf","gjoxf246273gjoxf","Male",NA,101,"74627",TRUE
"5953","gjoxfRose Spencergjoxf","gjoxf556983gjoxf","Female","Public",101,"73899",TRUE
"5954","gjoxfRoy Jamesgjoxf","gjoxf754786gjoxf","Male","No Dual",106,"76501",FALSE
"5955","gjoxfRotarygjoxf","gjoxf660190gjoxf","Male","Secret",92,"96633",TRUE
"5956","gjoxfRose Chambersgjoxf","gjoxf734053gjoxf","Female","No Dual",119,"69331",TRUE
"5957","gjoxfRoudogjoxf","gjoxf445684gjoxf","Male","Public",119,"39943",TRUE
"5958","gjoxfRoy Chambersgjoxf","gjoxf57938gjoxf","Male","Public",95,"24632",TRUE
"5959","gjoxfRoxanne Washingtongjoxf","gjoxf15933gjoxf","Female","Secret",104,"50842",TRUE
"5960","gjoxfRostengjoxf","gjoxf518423gjoxf","Female","Public",107,"69764",TRUE
"5961","gjoxfRoss Palmergjoxf","gjoxf530056gjoxf","Male","Secret",110,"19550",TRUE
"5962","gjoxfRoy Dennefergjoxf","gjoxf59958gjoxf","Male",NA,100,"23483",TRUE
"5963","gjoxfRudy Vanderbergergjoxf","gjoxf18675gjoxf","Male",NA,100,"19550",TRUE
"5964","gjoxfRuss Broxtelgjoxf","gjoxf9775gjoxf","Male","Secret",109,"50842",TRUE
"5965","gjoxfRoyal Bluegjoxf","gjoxf401343gjoxf","Male","Secret",110,"76501",TRUE
"5966","gjoxfRuseefgjoxf","gjoxf725358gjoxf","Male","Public",100,"11708",TRUE
"5967","gjoxfRudolf Parsonsgjoxf","gjoxf473775gjoxf","Male","Secret",120,"96633",TRUE
"5968","gjoxfRupert Helonagjoxf","gjoxf177284gjoxf","Male","Secret",90,"74627",TRUE
"5969","gjoxfRupert Kingsleygjoxf","gjoxf469283gjoxf","Male","Secret",111,"96035",TRUE
"5970","gjoxfRussell Collinsgjoxf","gjoxf1345gjoxf","Male","No Dual",106,"73899",TRUE
"5971","gjoxfRussell Feldmangjoxf","gjoxf248966gjoxf","Male","Secret",107,"96633",TRUE
"5972","gjoxfRunning Elkgjoxf","gjoxf451584gjoxf","Male","Public",95,"24632",TRUE
"5973","gjoxfRu'achgjoxf","gjoxf657508gjoxf","Male","No Dual",109,"50842",TRUE
"5974","gjoxfRufus Kinggjoxf","gjoxf754549gjoxf","Male","Public",92,"39943",TRUE
"5975","gjoxfRudolfo Haasengjoxf","gjoxf15957gjoxf","Male","Public",103,"75835",FALSE
"5976","gjoxfRupert Hollowaygjoxf","gjoxf695264gjoxf","Male","No Dual",96,"96035",TRUE
"5977","gjoxfRuggagjoxf","gjoxf516612gjoxf","Male",NA,100,"74627",TRUE
"5978","gjoxfRustgjoxf","gjoxf16915gjoxf","Male","Secret",104,"39943",TRUE
"5979","gjoxfRumiko Fujikawagjoxf","gjoxf68682gjoxf","Female","No Dual",100,"20398",TRUE
"5980","gjoxfRozzogjoxf","gjoxf468800gjoxf","Male","Public",96,"50588",TRUE
"5981","gjoxfRupert Dockerygjoxf","gjoxf88705gjoxf","Male","Public",98,"74627",TRUE
"5982","gjoxfRugargjoxf","gjoxf507254gjoxf","Male","Public",112,"54589",TRUE
"5983","gjoxfRussiangjoxf","gjoxf78115gjoxf","Male","Secret",93,"23483",FALSE
"5984","gjoxfRunning Fishgjoxf","gjoxf241360gjoxf","Male","Public",97,"74627",TRUE
"5985","gjoxfRufus Cartergjoxf","gjoxf51979gjoxf","Male",NA,111,"54589",TRUE
"5986","gjoxfRusty Randolphgjoxf","gjoxf554033gjoxf","Male","No Dual",97,"39943",TRUE
"5987","gjoxfRuth Bat-Seraphgjoxf","gjoxf2373gjoxf","Female","Secret",96,"50588",TRUE
"5988","gjoxfSackgjoxf","gjoxf2375gjoxf","Male","Secret",96,"74627",TRUE
"5989","gjoxfSaba Hamudgjoxf","gjoxf459450gjoxf","Male","Public",87,"24632",TRUE
"5990","gjoxfRydergjoxf","gjoxf168023gjoxf","Male","Secret",119,"11708",TRUE
"5991","gjoxfSabnak (Earth-88194)gjoxf","gjoxf76758gjoxf","Male","Secret",90,"76501",TRUE
"5992","gjoxfRutherford Princeton IIIgjoxf","gjoxf16353gjoxf","Male","Secret",96,"23483",TRUE
"5993","gjoxfSabrina Nashgjoxf","gjoxf466896gjoxf","Female","Public",88,"11708",TRUE
"5994","gjoxfSaboteurgjoxf","gjoxf45155gjoxf","Female","Secret",91,"73899",FALSE
"5995","gjoxfSacred Onegjoxf","gjoxf437919gjoxf","Male","Secret",106,"50588",TRUE
"5996","gjoxfSaddam Husseingjoxf","gjoxf665439gjoxf","Male","No Dual",94,"23483",TRUE
"5997","gjoxfS'pykegjoxf","gjoxf622664gjoxf","Male","Secret",100,"54589",TRUE
"5998","gjoxfSadie Sinclairgjoxf","gjoxf246599gjoxf","Female","No Dual",111,"73899",TRUE
"5999","gjoxfRyakgjoxf","gjoxf734604gjoxf","Male","No Dual",113,"39943",TRUE
"6000","gjoxfSadistagjoxf","gjoxf63102gjoxf","Female","Secret",115,"96633",TRUE
"6001","gjoxfRuth LaRuegjoxf","gjoxf708891gjoxf","Female","Public",113,"11708",TRUE
"6002","gjoxfSabergjoxf","gjoxf510950gjoxf","Male","Secret",109,"39943",TRUE
"6003","gjoxfSabretooth (Victor Creed)gjoxf","gjoxf2374gjoxf","Male","Known to Authorities",116,"96633",TRUE
"6004","gjoxfSa'ida Zebarigjoxf","gjoxf556005gjoxf","Female","Secret",98,"50588",TRUE
"6005","gjoxfS'Bakgjoxf","gjoxf32489gjoxf","Female","Public",93,"50842",FALSE
"6006","gjoxfRyndagjoxf","gjoxf2371gjoxf","Female","Secret",116,"96633",TRUE
"6007","gjoxfSaburo Yoshidagjoxf","gjoxf238239gjoxf","Male","Public",85,"23483",FALSE
"6008","gjoxfSabrina Morrelgjoxf","gjoxf249628gjoxf","Female","Public",124,"96035",FALSE
"6009","gjoxfSablatgjoxf","gjoxf636122gjoxf","Male","Public",83,"86119",TRUE
"6010","gjoxfSacinogjoxf","gjoxf632001gjoxf","Female",NA,103,"96035",TRUE
"6011","gjoxfSally (Daily Bugle)gjoxf","gjoxf483633gjoxf","Female","Public",108,"20439",FALSE
"6012","gjoxfSallen-Beigjoxf","gjoxf571683gjoxf","Male","Public",104,"24632",TRUE
"6013","gjoxfSally Greengjoxf","gjoxf294607gjoxf","Female","Public",101,"13873",TRUE
"6014","gjoxfSaltgjoxf","gjoxf15631gjoxf","Male","Secret",100,"75835",TRUE
"6015","gjoxfSalamandergjoxf","gjoxf509955gjoxf","Male","Secret",89,"73899",FALSE
"6016","gjoxfSagittarius (LMD)gjoxf","gjoxf15927gjoxf","Male","Secret",95,"11708",TRUE
"6017","gjoxfSagagjoxf","gjoxf40693gjoxf","Female","Secret",91,"23483",TRUE
"6018","gjoxfSainte-Cloudgjoxf","gjoxf723917gjoxf","Female","Public",113,"19550",TRUE
"6019","gjoxfSajani Jaffreygjoxf","gjoxf505922gjoxf","Female","No Dual",105,"50588",TRUE
"6020","gjoxfSalia Petriegjoxf","gjoxf440198gjoxf","Female","No Dual",99,"86119",TRUE
"6021","gjoxfSally Shermangjoxf","gjoxf554006gjoxf","Female","Public",97,"69331",TRUE
"6022","gjoxfSally Rolandgjoxf","gjoxf487110gjoxf","Female","Public",103,"69764",TRUE
"6023","gjoxfSally Avril (Earth-98121)gjoxf","gjoxf678139gjoxf","Female",NA,90,"96035",TRUE
"6024","gjoxfSaint Elmogjoxf","gjoxf16961gjoxf","Male","Secret",109,"73899",TRUE
"6025","gjoxfSal Kennedygjoxf","gjoxf36074gjoxf","Male","Public",106,"20398",TRUE
"6026","gjoxfSally Keangjoxf","gjoxf454786gjoxf","Female","Public",83,"74627",TRUE
"6027","gjoxfSally Blevinsgjoxf","gjoxf2560gjoxf","Female","Secret",92,"11708",TRUE
"6028","gjoxfSally (Barmaid)gjoxf","gjoxf480356gjoxf","Female","Public",94,"24632",TRUE
"6029","gjoxfSajagjoxf","gjoxf41601gjoxf","Male",NA,86,"73899",TRUE
"6030","gjoxfSagbatagjoxf","gjoxf48208gjoxf","Male","Secret",112,"50842",TRUE
"6031","gjoxfSaint (Boris)gjoxf","gjoxf675774gjoxf","Male","Secret",102,"69764",TRUE
"6032","gjoxfSally Floydgjoxf","gjoxf20754gjoxf","Female","No Dual",106,"13873",TRUE
"6033","gjoxfSagayogjoxf","gjoxf487171gjoxf","Male","Public",80,"20398",TRUE
"6034","gjoxfSalogjoxf","gjoxf32487gjoxf","Male","Public",103,"96633",TRUE
"6035","gjoxfSahreedgjoxf","gjoxf555137gjoxf","Male","Secret",93,"24632",TRUE
"6036","gjoxfSamson (Strongman)gjoxf","gjoxf449962gjoxf","Male","Public",93,"50588",TRUE
"6037","gjoxfSamantha Destinegjoxf","gjoxf16218gjoxf","Female","Secret",95,"76501",TRUE
"6038","gjoxfSalvo (Neo)gjoxf","gjoxf2378gjoxf","Male","Secret",114,"54589",TRUE
"6039","gjoxfSamuel (Down Acres)gjoxf","gjoxf752118gjoxf","Male","No Dual",111,"50588",TRUE
"6040","gjoxfSam Scorpiogjoxf","gjoxf242853gjoxf","Male","Public",97,"69331",TRUE
"6041","gjoxfSamson (Morlock)gjoxf","gjoxf279951gjoxf","Male","Secret",83,"76501",TRUE
"6042","gjoxfSamuel Alexandergjoxf","gjoxf514255gjoxf","Male","Secret",94,"39943",TRUE
"6043","gjoxfSamson Washingtongjoxf","gjoxf706132gjoxf","Male","Secret",94,"69764",TRUE
"6044","gjoxfSamuel Bernsteingjoxf","gjoxf424051gjoxf","Male","Public",82,"69764",TRUE
"6045","gjoxfSam (Bruiser)gjoxf","gjoxf513203gjoxf","Male",NA,99,"20398",TRUE
"6046","gjoxfSamgjoxf","gjoxf483680gjoxf","Male","Public",97,"50842",TRUE
"6047","gjoxfSam Yurimotogjoxf","gjoxf552527gjoxf","Male","Secret",115,"76501",TRUE
"6048","gjoxfSamson (Biblical)gjoxf","gjoxf554271gjoxf","Male","Public",98,"50588",TRUE
"6049","gjoxfSamantha Joycegjoxf","gjoxf18837gjoxf","Female","Public",89,"76501",TRUE
"6050","gjoxfSamantha Powellgjoxf","gjoxf524467gjoxf","Female","Public",98,"39943",TRUE
"6051","gjoxfSam (Stark Enteprises)gjoxf","gjoxf515913gjoxf","Male",NA,118,"96633",TRUE
"6052","gjoxfSam Caseygjoxf","gjoxf659580gjoxf","Male","Public",109,"19550",TRUE
"6053","gjoxfSam (NYPD)gjoxf","gjoxf518947gjoxf","Male","No Dual",87,"76501",TRUE
"6054","gjoxfSamayagjoxf","gjoxf121318gjoxf","Female",NA,115,"11708",TRUE
"6055","gjoxfSam Reuthergjoxf","gjoxf575999gjoxf","Male","Public",121,"54589",TRUE
"6056","gjoxfSamson Buchanangjoxf","gjoxf20235gjoxf","Male",NA,108,"13873",TRUE
"6057","gjoxfSamuel Clemens (Robot)gjoxf","gjoxf663631gjoxf","Male","Public",114,"75835",TRUE
"6058","gjoxfSammaelgjoxf","gjoxf20968gjoxf","Male","Secret",95,"96633",TRUE
"6059","gjoxfSanfordgjoxf","gjoxf697335gjoxf","Male","Public",110,"69331",TRUE
"6060","gjoxfSamuel Wilsongjoxf","gjoxf1613gjoxf","Male","Public",85,"96633",TRUE
"6061","gjoxfSamuel Holdengjoxf","gjoxf243466gjoxf","Male","No Dual",91,"69764",TRUE
"6062","gjoxfSamuel Majowskigjoxf","gjoxf39476gjoxf","Male","Public",88,"96035",TRUE
"6063","gjoxfSandy Stalmastergjoxf","gjoxf248999gjoxf","Female","Public",103,"86119",FALSE
"6064","gjoxfSandra Murphygjoxf","gjoxf432548gjoxf","Female","Secret",106,"73899",TRUE
"6065","gjoxfSamuel T. Underwoodgjoxf","gjoxf479764gjoxf","Male","Public",101,"50842",TRUE
"6066","gjoxfSandstormgjoxf","gjoxf83374gjoxf","Male",NA,113,"23483",TRUE
"6067","gjoxfSandy Jonesgjoxf","gjoxf64335gjoxf","Female","Public",93,"39943",TRUE
"6068","gjoxfSamuel Saxongjoxf","gjoxf2059gjoxf","Male","Public",100,"73899",TRUE
"6069","gjoxfSangre (Children of the Vault)gjoxf","gjoxf36072gjoxf","Male","Secret",103,"73899",TRUE
"6070","gjoxfSamuel Sternsgjoxf","gjoxf1958gjoxf","Male","Public",97,"39943",FALSE
"6071","gjoxfSamuel Parégjoxf","gjoxf35889gjoxf","Male","Secret",96,"50842",TRUE
"6072","gjoxfSandorrgjoxf","gjoxf725347gjoxf","Male","Public",110,"86119",TRUE
"6073","gjoxfSamuel Higginsgjoxf","gjoxf79572gjoxf","Male","Public",98,"75835",TRUE
"6074","gjoxfSandman (Alien)gjoxf","gjoxf19144gjoxf","Male","Secret",100,"50588",FALSE
"6075","gjoxfSandaigjoxf","gjoxf477535gjoxf","Male","Secret",102,"96035",TRUE
"6076","gjoxfSamuel John LaRoquettegjoxf","gjoxf5439gjoxf","Male","Public",121,"20439",TRUE
"6077","gjoxfSamuel Silke, Jr.gjoxf","gjoxf19558gjoxf","Male","Public",102,"69764",TRUE
"6078","gjoxfSangjoxf","gjoxf36452gjoxf","Male","No Dual",101,"69764",FALSE
"6079","gjoxfSamuel Wantlinggjoxf","gjoxf126055gjoxf","Male","Public",87,"96633",FALSE
"6080","gjoxfSandy Yorkgjoxf","gjoxf505347gjoxf","Male","No Dual",97,"69764",TRUE
"6081","gjoxfSamuel Merrickgjoxf","gjoxf248182gjoxf","Male",NA,88,"73899",TRUE
"6082","gjoxfSanction (Aaron)gjoxf","gjoxf67324gjoxf","Male","Secret",99,"96633",TRUE
"6083","gjoxfSarah Gail Bradleygjoxf","gjoxf484643gjoxf","Female","Public",99,"11708",TRUE
"6084","gjoxfSasha Martingjoxf","gjoxf104676gjoxf","Female","Public",113,"54589",TRUE
"6085","gjoxfSansenoygjoxf","gjoxf511840gjoxf","Male","Secret",105,"76501",FALSE
"6086","gjoxfSantosgjoxf","gjoxf498440gjoxf","Male","Public",88,"75835",TRUE
"6087","gjoxfSanta Clausgjoxf","gjoxf106933gjoxf","Male","Secret",86,"54589",TRUE
"6088","gjoxfSarnakgjoxf","gjoxf303218gjoxf","Male","Secret",93,"54589",TRUE
"6089","gjoxfSardu the Mysticgjoxf","gjoxf518243gjoxf","Male","Secret",94,"73899",TRUE
"6090","gjoxfSarah Wildegjoxf","gjoxf254985gjoxf","Female",NA,93,"74627",TRUE
"6091","gjoxfSaru-Sangjoxf","gjoxf289071gjoxf","Male",NA,114,"96633",TRUE
"6092","gjoxfSargent Pulaskigjoxf","gjoxf602019gjoxf","Male","Public",89,"11708",TRUE
"6093","gjoxfSarah (Tunnel Rats)gjoxf","gjoxf279956gjoxf","Female","No Dual",95,"96633",TRUE
"6094","gjoxfSardangjoxf","gjoxf25384gjoxf","Male","No Dual",109,"24632",TRUE
"6095","gjoxfSarah Pursergjoxf","gjoxf21161gjoxf","Female","Secret",102,"75835",TRUE
"6096","gjoxfSarah Garzagjoxf","gjoxf671333gjoxf","Female","No Dual",99,"11708",TRUE
"6097","gjoxfSar T'llrkgjoxf","gjoxf405994gjoxf","Male","Public",103,"75835",TRUE
"6098","gjoxfSarah Mumfordgjoxf","gjoxf483913gjoxf","Female",NA,93,"13873",TRUE
"6099","gjoxfSappers (Hazards)gjoxf","gjoxf709990gjoxf","Agender","No Dual",111,"96035",TRUE
"6100","gjoxfSanji Yamamotogjoxf","gjoxf498673gjoxf","Male","Public",112,"24632",FALSE
"6101","gjoxfSarah Valegjoxf","gjoxf16829gjoxf","Female","Secret",98,"13873",TRUE
"6102","gjoxfSardethgjoxf","gjoxf745813gjoxf","Male","No Dual",102,"50842",TRUE
"6103","gjoxfSara Krowlergjoxf","gjoxf46753gjoxf","Female",NA,94,"76501",TRUE
"6104","gjoxfSasha Pokryshkingjoxf","gjoxf36160gjoxf","Male","Secret",83,"24632",TRUE
"6105","gjoxfSara Greygjoxf","gjoxf20912gjoxf","Female","No Dual",97,"96633",TRUE
"6106","gjoxfSardanusgjoxf","gjoxf311244gjoxf","Male","Secret",90,"96633",TRUE
"6107","gjoxfSasha Yamirgjoxf","gjoxf480581gjoxf","Female","Public",98,"74627",TRUE
"6108","gjoxfScarecrow (Outlaw)gjoxf","gjoxf554314gjoxf","Male","Secret",126,"39943",TRUE
"6109","gjoxfSatellitegjoxf","gjoxf418167gjoxf","Male",NA,112,"69331",TRUE
"6110","gjoxfSatyr (Coven)gjoxf","gjoxf97636gjoxf","Male","Secret",75,"74627",TRUE
"6111","gjoxfScangjoxf","gjoxf16926gjoxf","Male","Secret",101,"54589",TRUE
"6112","gjoxfSasha Ryangjoxf","gjoxf633092gjoxf","Female","Public",94,"20398",TRUE
"6113","gjoxfSaul Bowengjoxf","gjoxf719798gjoxf","Female","No Dual",107,"76501",TRUE
"6114","gjoxfScalefacegjoxf","gjoxf7705gjoxf","Female","Secret",95,"24632",TRUE
"6115","gjoxfSatan (Balthar's Master)gjoxf","gjoxf483410gjoxf","Male","Secret",97,"24632",FALSE
"6116","gjoxfScarlet Spider (Asian)gjoxf","gjoxf689567gjoxf","Male","Secret",108,"24632",FALSE
"6117","gjoxfScarabgjoxf","gjoxf280332gjoxf","Female","Secret",105,"96035",TRUE
"6118","gjoxfSayf ad-Din Abu Bakr al-Malik al-Adilgjoxf","gjoxf18491gjoxf","Male","Public",95,"54589",TRUE
"6119","gjoxfSatorymhogjoxf","gjoxf182301gjoxf","Male",NA,117,"96633",TRUE
"6120","gjoxfScarlet Beetlegjoxf","gjoxf2509gjoxf","Male","Public",109,"74627",TRUE
"6121","gjoxfSatana Hellstromgjoxf","gjoxf2385gjoxf","Female","No Dual",117,"20398",TRUE
"6122","gjoxfSazaegjoxf","gjoxf682403gjoxf","Female","Public",93,"50842",TRUE
"6123","gjoxfScargjoxf","gjoxf458848gjoxf","Male","Secret",118,"75835",TRUE
"6124","gjoxfSatan (Jeff Mace Foe)gjoxf","gjoxf556058gjoxf","Male","Secret",116,"11708",TRUE
"6125","gjoxfSatan (Nowhere)gjoxf","gjoxf480253gjoxf","Male","Secret",94,"20398",TRUE
"6126","gjoxfSatan (Black Widow Creator)gjoxf","gjoxf449383gjoxf","Male","Secret",108,"76501",TRUE
"6127","gjoxfSavitragjoxf","gjoxf95014gjoxf","Male","Secret",96,"50842",FALSE
"6128","gjoxfScrewbeardgjoxf","gjoxf675585gjoxf","Male","No Dual",117,"96633",TRUE
"6129","gjoxfScorpion Queengjoxf","gjoxf64740gjoxf","Female",NA,93,"96633",FALSE
"6130","gjoxfScotty McDowellgjoxf","gjoxf4370gjoxf","Male","Secret",101,"86119",TRUE
"6131","gjoxfScimitargjoxf","gjoxf95237gjoxf","Male",NA,99,"96633",TRUE
"6132","gjoxfSciongjoxf","gjoxf495351gjoxf","Male","Secret",89,"20439",TRUE
"6133","gjoxfScott Dakeigjoxf","gjoxf724516gjoxf","Male","No Dual",95,"39943",TRUE
"6134","gjoxfScatter (Lilin)gjoxf","gjoxf335756gjoxf","Male","Secret",88,"74627",TRUE
"6135","gjoxfScott Lawrencegjoxf","gjoxf18252gjoxf","Male",NA,100,"54589",TRUE
"6136","gjoxfScattershot (Natalya)gjoxf","gjoxf45111gjoxf","Female","Secret",97,"96035",TRUE
"6137","gjoxfScorn (Symbiote)gjoxf","gjoxf512835gjoxf","Agender",NA,90,"39943",TRUE
"6138","gjoxfScope (Warpies)gjoxf","gjoxf16966gjoxf","Male","Secret",89,"50588",TRUE
"6139","gjoxfScourge (Delazny)gjoxf","gjoxf5649gjoxf","Male","Secret",103,"96633",TRUE
"6140","gjoxfScott Adsitgjoxf","gjoxf695433gjoxf","Male","No Dual",109,"74627",TRUE
"6141","gjoxfScuzz (Werewolf)gjoxf","gjoxf85358gjoxf","Male","Secret",84,"23483",FALSE
"6142","gjoxfScott Lang (Stinger)gjoxf","gjoxf64898gjoxf","Male","Secret",97,"13873",TRUE
"6143","gjoxfScroungergjoxf","gjoxf534268gjoxf","Male","Secret",113,"54589",TRUE
"6144","gjoxfScarzi Bragggjoxf","gjoxf508577gjoxf","Male","Public",116,"76501",TRUE
"6145","gjoxfScuttlebutt Stacygjoxf","gjoxf684453gjoxf","Male","Public",110,"76501",TRUE
"6146","gjoxfScott Summersgjoxf","gjoxf29481gjoxf","Male","Public",86,"74627",TRUE
"6147","gjoxfScientist Supremegjoxf","gjoxf451120gjoxf","Male",NA,108,"19550",TRUE
"6148","gjoxfSchizogjoxf","gjoxf247335gjoxf","Female","Secret",107,"50842",FALSE
"6149","gjoxfScorchers (Hazards)gjoxf","gjoxf709998gjoxf","Agender","No Dual",109,"13873",TRUE
"6150","gjoxfSchoolmastergjoxf","gjoxf500685gjoxf","Male","Secret",106,"24632",TRUE
"6151","gjoxfSean Cassidygjoxf","gjoxf1131gjoxf","Male","Secret",114,"74627",TRUE
"6152","gjoxfSebastian Shawgjoxf","gjoxf1184gjoxf","Male","No Dual",101,"50588",TRUE
"6153","gjoxfSekhem Navillegjoxf","gjoxf79061gjoxf","Male",NA,107,"39943",TRUE
"6154","gjoxfSean Boylegjoxf","gjoxf109930gjoxf","Male",NA,103,"75835",FALSE
"6155","gjoxfSebastian Towersgjoxf","gjoxf706087gjoxf","Male","Secret",131,"20398",TRUE
"6156","gjoxfSedrickgjoxf","gjoxf482939gjoxf","Male","Public",111,"54589",TRUE
"6157","gjoxfSeer (Latverian)gjoxf","gjoxf531125gjoxf","Male","Secret",99,"20439",TRUE
"6158","gjoxfSelah Burkegjoxf","gjoxf678469gjoxf","Female","Secret",112,"69331",TRUE
"6159","gjoxfSea Leopardgjoxf","gjoxf78692gjoxf","Male","Secret",84,"86119",TRUE
"6160","gjoxfSelbygjoxf","gjoxf41992gjoxf","Male",NA,97,"86119",TRUE
"6161","gjoxfSeamus Mellencampgjoxf","gjoxf7663gjoxf","Male","Secret",105,"96035",TRUE
"6162","gjoxfSeginn Galliogjoxf","gjoxf1116gjoxf","Male","Secret",94,"96633",TRUE
"6163","gjoxfSean Bernardgjoxf","gjoxf12070gjoxf","Male","Secret",112,"86119",TRUE
"6164","gjoxfSeekergjoxf","gjoxf522006gjoxf","Male","Public",108,"69764",TRUE
"6165","gjoxfSeeker II (Inhuman)gjoxf","gjoxf683963gjoxf","Male",NA,97,"69764",TRUE
"6166","gjoxfSean Dolangjoxf","gjoxf33814gjoxf","Male","Secret",102,"76501",TRUE
"6167","gjoxfSean Rockwellgjoxf","gjoxf121897gjoxf","Male",NA,103,"96633",FALSE
"6168","gjoxfScythe (Mercenary)gjoxf","gjoxf84028gjoxf","Male",NA,102,"54589",TRUE
"6169","gjoxfSean Watanabegjoxf","gjoxf3941gjoxf","Male","Public",111,"54589",TRUE
"6170","gjoxfSean Grahlgjoxf","gjoxf748384gjoxf","Male","Secret",117,"13873",TRUE
"6171","gjoxfSean Beckettgjoxf","gjoxf248916gjoxf","Male","Secret",107,"20398",TRUE
"6172","gjoxfSeeshagjoxf","gjoxf251481gjoxf","Female","No Dual",109,"73899",FALSE
"6173","gjoxfSeeker (Inhuman)gjoxf","gjoxf16083gjoxf","Male","Secret",95,"69764",TRUE
"6174","gjoxfSegismund Joshuagjoxf","gjoxf79518gjoxf","Male","Secret",110,"50588",TRUE
"6175","gjoxfSentinel (Juston)gjoxf","gjoxf501200gjoxf","Masculine Programing","Public",96,"74627",TRUE
"6176","gjoxfSelma Blottegjoxf","gjoxf86402gjoxf","Female","Secret",104,"20398",TRUE
"6177","gjoxfSentinel (Daria)gjoxf","gjoxf97844gjoxf","Female","Secret",92,"73899",TRUE
"6178","gjoxfSenator Dickersongjoxf","gjoxf337216gjoxf","Male","Public",105,"74627",FALSE
"6179","gjoxfSenschigjoxf","gjoxf558196gjoxf","Male","No Dual",97,"69331",TRUE
"6180","gjoxfSelma Geldberggjoxf","gjoxf291903gjoxf","female","Public",103,"19550",TRUE
"6181","gjoxfSenoygjoxf","gjoxf511842gjoxf","Male","Secret",82,"54589",TRUE
"6182","gjoxfSelma Schaubgjoxf","gjoxf707187gjoxf","Female","No Dual",83,"13873",TRUE
"6183","gjoxfSemangolgjoxf","gjoxf511841gjoxf","Male","Secret",100,"96035",TRUE
"6184","gjoxfSemiramisgjoxf","gjoxf16168gjoxf","Female","Secret",99,"50588",TRUE
"6185","gjoxfSeymour the All-Seeing Astrologergjoxf","gjoxf26502gjoxf","Male","Public",106,"96633",TRUE
"6186","gjoxfSepgjoxf","gjoxf491247gjoxf","Male","Public",91,"50588",TRUE
"6187","gjoxfShaara (Collection Agency)gjoxf","gjoxf510146gjoxf","Female",NA,88,"86119",TRUE
"6188","gjoxfSersigjoxf","gjoxf2523gjoxf","Female","Secret",96,"11708",TRUE
"6189","gjoxfSeraphgjoxf","gjoxf69222gjoxf","Female","No Dual",95,"86119",TRUE
"6190","gjoxfSha-Har-A-Zathgjoxf","gjoxf71365gjoxf","Female",NA,108,"50842",TRUE
"6191","gjoxfSenusgjoxf","gjoxf497776gjoxf","Male","Public",94,"19550",TRUE
"6192","gjoxfSewer Mangjoxf","gjoxf487674gjoxf","Male","Secret",118,"39943",TRUE
"6193","gjoxfSergi Amkovgjoxf","gjoxf507019gjoxf","Male","Secret",93,"96633",FALSE
"6194","gjoxfSeymour Marleygjoxf","gjoxf246087gjoxf","Male",NA,110,"50588",TRUE
"6195","gjoxfServicergjoxf","gjoxf520674gjoxf","Male",NA,89,"20398",TRUE
"6196","gjoxfSeth Voelkergjoxf","gjoxf2549gjoxf","Male","Public",101,"13873",TRUE
"6197","gjoxfSeñor Muerte (Terrorist)gjoxf","gjoxf186673gjoxf","Male","Secret",91,"75835",TRUE
"6198","gjoxfSergius O'Hoolihangjoxf","gjoxf71241gjoxf","Male","Public",117,"54589",TRUE
"6199","gjoxfSeth Phalkongjoxf","gjoxf53319gjoxf","Male","Public",107,"50842",TRUE
"6200","gjoxfSha Shangjoxf","gjoxf19170gjoxf","Female","No Dual",91,"23483",TRUE
"6201","gjoxfSeth Watersgjoxf","gjoxf299428gjoxf","Male","No Dual",105,"39943",TRUE
"6202","gjoxfServo-Guardsgjoxf","gjoxf316114gjoxf","Male",NA,108,"74627",TRUE
"6203","gjoxfSerpentynegjoxf","gjoxf15202gjoxf","Male",NA,99,"96035",TRUE
"6204","gjoxfSerafinagjoxf","gjoxf32468gjoxf","Female","Secret",99,"11708",TRUE
"6205","gjoxfShagjoxf","gjoxf331372gjoxf","Female",NA,91,"69331",TRUE
"6206","gjoxfSetgjoxf","gjoxf2524gjoxf","Male","Public",102,"86119",TRUE
"6207","gjoxfSeven (Eugenix)gjoxf","gjoxf121372gjoxf","Male",NA,98,"13873",TRUE
"6208","gjoxfShakkothgjoxf","gjoxf43773gjoxf","Male","Public",86,"23483",TRUE
"6209","gjoxfShamrock (SHE)gjoxf","gjoxf14411gjoxf","Male","Secret",93,"11708",TRUE
"6210","gjoxfShanna O'Haragjoxf","gjoxf2532gjoxf","Female","Public",93,"54589",TRUE
"6211","gjoxfShamari Asberygjoxf","gjoxf255372gjoxf","Female","Public",91,"96035",TRUE
"6212","gjoxfShalimargjoxf","gjoxf708907gjoxf","Male","Public",109,"54589",FALSE
"6213","gjoxfShadesgjoxf","gjoxf39503gjoxf","Male","Secret",96,"75835",TRUE
